1;0;5;0;fffffff4;569;ffffffea;ffffffd9;fffffff5;0000019c;0000004b;fffffb8c
2;0;9;fffffffe;ffffffee;562;ffffffe8;ffffffe0;fffffff3;0000019c;0000004b;fffffb8c
3;0;13;ffffffee;fffffff0;572;ffffffe7;ffffffdf;fffffff1;0000019c;0000004b;fffffb8c
4;0;18;ffffffee;ffffffe8;583;ffffffe9;ffffffdd;fffffff1;0000019c;45;fffffb88
5;0;22;fffffffb;ffffffef;0000056f;ffffffee;ffffffdb;fffffff7;0000019c;45;fffffb88
6;0;27;1;ffffffef;569;ffffffed;ffffffdc;fffffff4;0000019c;45;fffffb88
7;0;31;fffffffa;ffffffef;566;ffffffec;ffffffdb;fffffff0;000001a2;0000004d;fffffb92
8;0;36;fffffff7;ffffffeb;0000056f;ffffffed;ffffffd8;fffffff2;000001a2;0000004d;fffffb92
9;0;40;fffffffe;ffffffec;577;ffffffec;ffffffda;fffffff4;000001a2;0000004d;fffffba3
10;0;45;fffffffd;ffffffec;571;ffffffe7;ffffffd9;fffffff1;0000017d;41;fffffba3
11;0;49;ffffff00;fffffff2;565;ffffffed;ffffffda;fffffff3;0000017d;41;fffffba3
12;0;53;fffffff6;ffffffea;0000056c;ffffffea;ffffffd7;fffffff4;195;41;fffffba0
13;0;58;ffffffeb;ffffffe6;575;ffffffe9;ffffffd7;fffffff5;195;41;fffffba0
14;0;62;fffffff9;ffffffe9;0000056a;ffffffea;ffffffdb;fffffff5;195;41;fffffba0
15;0;64;fffffff3;ffffffee;576;ffffffe9;ffffffda;fffffff4;195;41;fffffba0
16;0;67;fffffffa;ffffffec;561;ffffffe7;ffffffd9;fffffff4;000001a4;0000003b;fffffb9f
17;0;70;fffffffc;fffffff1;567;ffffffe5;ffffffdb;fffffff6;000001a4;0000003b;fffffb9f
18;0;73;2;fffffff3;560;ffffffe7;ffffffdd;fffffff5;000001a4;0000003b;fffffb9f
19;0;75;fffffffb;fffffff0;0000056d;ffffffed;ffffffd6;fffffff6;000001a4;0000003b;fffffb9f
20;0;78;fffffff8;ffffffef;0000056c;ffffffea;ffffffd6;fffffff5;000001a2;45;fffffb7e
21;0;80;fffffffa;ffffffe6;576;ffffffe9;ffffffd8;fffffff6;000001a2;45;fffffb7e
22;0;83;fffffff4;ffffffeb;0000057d;ffffffe9;ffffffda;fffffff5;000001a2;45;fffffb7e
23;0;86;fffffff4;ffffffef;576;ffffffe5;ffffffdb;fffffff4;000001a2;45;fffffb7e
24;0;88;fffffffa;ffffffe7;579;ffffffe8;ffffffd8;fffffff7;000001a2;45;fffffb7e
25;0;91;fffffff7;fffffff3;565;ffffffe8;ffffffd6;fffffff7;000001a4;39;fffffb89
26;0;94;fffffffc;fffffff1;562;ffffffea;ffffffd6;fffffff6;000001a4;39;fffffb89
27;0;96;fffffffc;ffffffee;0000056a;ffffffe7;ffffffd5;fffffff7;000001a4;39;fffffb89
28;0;99;fffffff6;fffffff5;0000056a;ffffffe8;ffffffd5;fffffff5;000001a4;39;fffffb89
29;0;102;fffffff1;ffffffe9;570;ffffffe9;ffffffd7;fffffff5;000001a4;39;fffffb89
30;0;104;fffffffe;ffffffed;0000056f;ffffffe6;ffffffd9;fffffff3;000001a6;0000003b;fffffba1
31;0;107;fffffff8;fffffff2;0000056f;ffffffec;ffffffd9;fffffff2;000001a6;0000003b;fffffba1
32;0;109;ffffffff;fffffff8;572;ffffffec;ffffffde;fffffff5;000001a6;0000003b;fffffba1
33;0;112;ffffffff;ffffffee;572;ffffffeb;ffffffdd;fffffff5;000001a6;0000003b;fffffba1
34;0;115;fffffff9;fffffff0;579;ffffffeb;ffffffd9;fffffff6;000001a6;0000003b;fffffba1
35;0;117;fffffff7;fffffff2;0000056d;ffffffe9;ffffffd5;fffffff1;0000019e;57;fffffb96
36;0;120;1;fffffff0;0000056a;ffffffe9;ffffffd7;fffffff1;0000019e;57;fffffb96
37;0;123;fffffffc;ffffffec;575;ffffffe8;ffffffdc;fffffff2;0000019e;57;fffffb96
38;0;125;fffffff7;ffffffee;573;ffffffe9;ffffffdb;fffffff5;0000019e;57;fffffb96
39;0;128;fffffff5;ffffffe9;570;ffffffec;ffffffd9;fffffff6;0000019c;49;fffffb96
40;0;131;fffffffb;ffffffed;570;ffffffe8;ffffffda;fffffff7;0000019c;49;fffffb96
41;0;133;0;ffffffed;0000056e;ffffffed;ffffffd6;fffffff6;0000019c;49;fffffb96
42;0;136;1;fffffff1;569;ffffffed;ffffffd3;fffffff7;0000019c;49;fffffb96
43;0;138;fffffffd;fffffff3;0000056d;ffffffe8;ffffffd4;fffffff6;0000019c;49;fffffb96
44;0;141;0;fffffff2;0000056f;ffffffe5;ffffffda;fffffff5;0000018d;63;fffffb9a
45;0;144;fffffffb;fffffff4;0000056c;ffffffe7;ffffffdd;fffffff7;0000018d;63;fffffb9a
46;0;146;ffffffff;fffffff7;0000056d;ffffffe8;ffffffd9;fffffff9;0000018d;63;fffffb9a
47;0;149;fffffff7;fffffff1;0000056e;ffffffea;ffffffd9;fffffff5;0000018d;63;fffffb9a
48;0;152;fffffff9;ffffffed;573;ffffffe7;ffffffd9;fffffff5;0000018d;63;fffffb9a
49;0;154;fffffffe;fffffff0;578;ffffffe7;ffffffd9;fffffff5;000001a4;45;fffffb9e
50;0;157;fffffffe;fffffff0;572;ffffffe7;ffffffdc;fffffff7;000001a4;45;fffffb9e
51;0;160;fffffffd;ffffffed;0000056b;ffffffea;ffffffd9;fffffff4;000001a4;45;fffffb9e
52;0;162;fffffffd;ffffffec;572;ffffffeb;ffffffd7;fffffff5;000001a4;45;fffffb9e
53;0;165;fffffff5;ffffffec;0000056d;ffffffea;ffffffdb;fffffff6;000001a4;45;fffffb9e
54;0;168;0;fffffff5;0000056a;ffffffe9;ffffffdb;fffffff7;000001ae;51;fffffb85
55;0;170;fffffffa;fffffff6;0000056c;ffffffed;ffffffdb;fffffff5;000001ae;51;fffffb85
56;0;173;fffffff3;ffffffee;0000056c;ffffffe8;ffffffdf;fffffff5;000001ae;51;fffffb85
57;0;176;fffffffa;ffffffed;566;ffffffec;ffffffdc;fffffff3;000001ae;51;fffffb85
58;0;178;fffffff7;ffffffe9;0000056d;ffffffea;ffffffdc;fffffff0;0000018f;49;fffffb90
59;0;181;fffffffc;ffffffeb;0000057b;ffffffec;ffffffdb;fffffff5;0000018f;49;fffffb90
60;0;184;fffffffd;fffffff0;0000057a;ffffffeb;ffffffdb;fffffff8;0000018f;49;fffffb90
61;0;186;fffffff9;fffffff4;0000056f;ffffffeb;ffffffd5;fffffff6;0000018f;49;fffffb90
62;0;189;fffffffc;ffffffec;0000056e;ffffffe7;ffffffd7;fffffff3;0000018f;49;fffffb90
63;0;191;fffffffc;fffffff1;573;ffffffe9;ffffffd5;fffffff4;0000018f;43;fffffb93
64;0;194;fffffffa;fffffff6;570;ffffffe4;ffffffdf;fffffff2;0000018f;43;fffffb93
65;0;197;fffffffa;ffffffeb;0000056a;ffffffe8;ffffffdc;fffffff3;0000018f;43;fffffb93
66;0;199;fffffffd;ffffffeb;569;ffffffe9;ffffffd7;fffffff4;0000018f;43;fffffb93
67;0;202;fffffff4;ffffffed;0000056c;ffffffe6;ffffffd6;fffffff5;0000018f;43;fffffb93
68;0;205;fffffff9;ffffffeb;574;ffffffe6;ffffffd9;fffffff5;000001a2;41;fffffbb0
69;0;207;fffffff6;ffffffe6;0000056a;ffffffe9;ffffffd6;fffffff6;000001a2;41;fffffbb0
70;0;210;0;ffffffea;0000056d;ffffffe9;ffffffd7;fffffff3;000001a2;41;fffffbb0
71;0;213;fffffff9;ffffffef;0000056b;ffffffe7;ffffffda;fffffff2;000001a2;41;fffffbb0
72;0;215;fffffffd;ffffffec;568;ffffffe7;ffffffd8;fffffff3;000001a2;41;fffffbb0
73;0;218;ffffffff;ffffffef;0000057a;ffffffe6;ffffffda;fffffff4;197;53;fffffb84
74;0;220;fffffffc;fffffff4;575;ffffffeb;ffffffd7;fffffff3;197;53;fffffb84
75;0;223;fffffff5;fffffff2;0000056b;fffffff0;ffffffd6;fffffff3;197;53;fffffb84
76;0;226;fffffffe;ffffffec;575;ffffffee;ffffffd7;fffffff2;197;53;fffffb84
77;0;228;fffffffc;ffffffee;573;ffffffe6;ffffffd9;fffffff5;197;53;fffffb86
78;0;231;fffffffd;fffffff1;0000056f;ffffffe7;ffffffd7;fffffff6;000001a4;53;fffffb86
79;0;234;fffffff8;fffffff0;0000056b;ffffffec;ffffffd7;fffffff4;000001a4;53;fffffb86
80;0;236;fffffff3;fffffff3;565;ffffffeb;ffffffd7;fffffff5;000001a4;53;fffffb86
81;0;239;fffffff6;ffffffef;0000056a;ffffffea;ffffffda;fffffff3;000001a4;53;fffffb86
82;0;242;fffffff7;ffffffee;570;ffffffe7;ffffffdc;fffffff5;0000018d;39;fffffb91
83;0;244;fffffffb;fffffff5;570;ffffffe7;ffffffdc;fffffff5;0000018d;39;fffffb91
84;0;247;fffffffa;fffffff3;0000056e;ffffffe9;ffffffdc;fffffff5;0000018d;39;fffffb91
85;0;249;0;fffffff2;0000056f;ffffffea;ffffffd9;fffffff6;0000018d;39;fffffb91
86;0;252;fffffff9;fffffff8;0000056e;ffffffe8;ffffffd6;fffffff1;0000018d;39;fffffb91
87;0;255;fffffff6;ffffffeb;578;ffffffe6;ffffffd3;fffffff3;193;53;fffffb8a
88;0;257;fffffffa;fffffff2;572;ffffffe7;ffffffd6;fffffff5;193;53;fffffb8a
89;0;260;fffffffb;ffffffeb;572;ffffffeb;ffffffdb;fffffff3;193;53;fffffb8a
90;0;263;fffffffc;fffffff3;0000056c;ffffffea;ffffffd8;fffffff2;193;53;fffffb8a
91;0;265;fffffffc;ffffffef;568;ffffffea;ffffffd8;fffffff3;193;53;fffffb8a
92;0;268;fffffff6;fffffff0;0000055f;ffffffea;ffffffd8;fffffff6;197;49;fffffb83
93;0;271;fffffffd;ffffffee;0000056f;ffffffea;ffffffd7;fffffff1;197;49;fffffb83
94;0;273;fffffff3;fffffff6;573;ffffffee;ffffffd8;fffffff0;197;49;fffffb83
95;0;276;fffffff7;fffffff1;0000056b;ffffffee;ffffffd8;fffffff0;197;49;fffffb83
96;0;279;fffffff5;fffffff1;0000056b;ffffffed;ffffffdb;fffffff5;197;0000004b;fffffb95
97;0;281;fffffff8;fffffff3;0000056a;ffffffed;ffffffd8;fffffff4;189;0000004b;fffffb95
98;0;284;fffffff7;ffffffea;0000056e;ffffffec;ffffffd8;fffffff4;189;0000004b;fffffb95
99;0;286;fffffffc;fffffff1;573;ffffffeb;ffffffdb;fffffff5;189;0000004b;fffffb95
